,links,names,Type,Duration,Price,difficulty,Description,platform
139,https://online-learning.harvard.edu/course/pyramids-giza-ancient-egyptian-art-and-archaeology?delta=3,Pyramids of Giza: Ancient Egyptian Art and Archaeology,Art & Design,self paced,Free*,Introductory,"Where is Giza? How were the Pyramids built? How did the cemeteries and hundreds of decorated tombs around them develop? What was Giza’s contribution to this first great age of ancient Egyptian civilization, the Old Kingdom?",edX
140,https://online-learning.harvard.edu/course/calculus-applied?delta=3,Calculus Applied!,Mathematics,self paced,Free*,Intermediate,"In this course, we go beyond the calculus textbook, working with practitioners in social, life, and physical sciences to understand how calculus and mathematical models play a role in their work.",edX
141,https://online-learning.harvard.edu/course/leaders-learning?delta=3,Leaders of Learning ,Education & Teaching,self paced,Free*,Introductory,"All of us carry explicit or implicit theories of learning. They manifest themselves in the ways we learn, the ways we teach, and the ways we think about leadership and learning.",edX
142,https://online-learning.harvard.edu/course/nih-funding-navigating-r01-k-grant-submission-process?delta=0, NIH Funding: Navigating the R01 & K Grant Submission Process,Health & Medicine,self paced,Free*,Intermediate,"This online course gives participants an overview of the NIH grant submission process. The NIH offers a range of different funding mechanisms and this course will cover general principles related to NIH grant writing, but there is a particular focus on the R01 and K series of mentored career development grants. Participants will learn from researchers who have successfully applied for NIH funding and from researchers who have served on study sections. Course topics include:",edX
143,https://online-learning.harvard.edu/course/justice?delta=2,Justice,Social Sciences,self paced,Free*,Intermediate,"Taught by lauded Harvard professor Michael Sandel, Justice explores critical analysis of classical and contemporary theories of justice, including discussion of present-day applications. Topics include affirmative action, income distribution, same-sex marriage, the role of markets, debates about rights (human rights and property rights), arguments for and against equality, dilemmas of loyalty in public and private life. The course invites learners to subject their own views on these controversies to critical examination.",edX
144,https://online-learning.harvard.edu/course/energy-within-environmental-constraints?delta=3,Energy Within Environmental Constraints,Science,self paced,Free*,Introductory,"Humanity faces an immense challenge: providing abundant energy to everyone without wrecking the planet. If we want a high-energy future while protecting the natural world for our children, we must consider the environmental consequences of energy production and use. But money matters too: energy solutions that ignore economic costs are not realistic, particularly in a world where billions of people currently can’t afford access to basic energy services. How can we proceed?",edX
145,https://online-learning.harvard.edu/course/general-psychiatric-management-bpd?delta=1,General Psychiatric Management for BPD,Health & Medicine,self paced,$25,Advanced,"This is HMS CME Online course with faculty from McLean Hospital is targeted to Primary Care and Specialty Physicians, Nurses, Nurse Practitioners, Pharmacists, Physician Assistants, Psychologists, and Social Workers. This course is also of interest to physicians who practice in Psychiatry and Psychology and Mental Health.",edX
146,https://online-learning.harvard.edu/course/onco-nephrology-symposium-2022?delta=0," Onco-Nephrology Symposium, 2022 ",Health & Medicine,self paced,$200 - $700,Advanced,"This is an accredited, livestreamed course offered by Brigham and Women's Hospital and Dana-Farber Cancer Institute. This course is designed for physicians, advanced practice providers, nurses, medical students and other healthcare professionals in Hospital Medicine, Internal Medicine, Nephrology and Oncology.",edX
147,https://online-learning.harvard.edu/course/strategic-leadership?delta=1,Strategic Leadership,Business,self paced,"$3,995",Intermediate,"Senior leaders face an unprecedented number of challenges in today’s rapidly-changing business environment, from a changing workforce to increasingly complex problems. Navigating these challenges requires new approaches, behaviors, skills, and tools. To succeed in this dynamic business environment, senior leaders must find new ways of developing insights about ourselves, the people we lead, and the problems our organizations face.",edX
148,https://online-learning.harvard.edu/course/negotiation-skills-strategies-increased-effectiveness?delta=5,Negotiation Skills: Strategies for Increased Effectiveness,Business,self paced,"$2,895",Intermediate,"Negotiation is an integral part of creating value for an organization. Your success depends on your skills as a negotiator—regardless of whether you are seeking project resources, deciding on a new hire’s salary, or inking a high-stakes deal for your company.",edX
149,https://online-learning.harvard.edu/course/christianity-through-its-scriptures?delta=2,Christianity Through Its Scriptures,Humanities,self paced,Free*,Introductory,"Christianity is a global religion. From modest beginnings 2,000 years ago, it has grown to encompass nearly a third of the human population. Diverse in languages, cultures, histories, and creeds, Christians nonetheless share a common collection of sacred scripture called the Bible.",edX
150,https://online-learning.harvard.edu/course/advanced-negotiation-skills?delta=8,Advanced Negotiation Skills,Business,self paced,"$2,895",Advanced,"Becoming an expert negotiator requires the ability to structure and execute complex negotiations effectively. But because many negotiators don’t have the knowledge or tools, they find themselves in situations where they keep getting the same results.",edX
151,https://online-learning.harvard.edu/course/consultants-toolkit?delta=3,The Consultant's Toolkit,Business,self paced,"$2,150",Intermediate,Internal and external consultants alike rely on a variety of consulting tools to diagnose organizational problems and identify and evaluate potential solutions.,Other
152,https://online-learning.harvard.edu/course/accelerating-board-diversity-succeeding-underrepresented-minority-director?delta=0,Accelerating Board Diversity: Succeeding as an Underrepresented Minority Director,Business,self paced,"$10,250",Advanced,"Today's corporations are getting serious about increasing boardroom diversity, driven by the benefits of diverse points of view in the boardroom and by shareholder and social pressure to do so. This imperative for more diverse boards is animating board recruiting and expanding the demand for minority candidates.",Other
153,https://online-learning.harvard.edu/course/christianity-through-its-scriptures?delta=2,Christianity Through Its Scriptures,Humanities,self paced,Free*,Introductory,"Christianity is a global religion. From modest beginnings 2,000 years ago, it has grown to encompass nearly a third of the human population. Diverse in languages, cultures, histories, and creeds, Christians nonetheless share a common collection of sacred scripture called the Bible.",Other
154,https://online-learning.harvard.edu/course/collaborative-leadership-developing-empowered-and-agile-organization?delta=1,Collaborative Leadership: Developing an Empowered and Agile Organization,Business,self paced,"$2,150",Intermediate,"As the business landscape becomes increasingly dynamic and new players enter the market, successful companies are tasked with building their capacity for agility, adaptability, and speed in order to maintain competitive advantage. Business leaders globally are responding by transitioning from a hierarchical organizational structure to more flexible, team-centric models that foster collaboration, information sharing, and empowerment. We call this the responsive organization. With this shift, companies have realized improved productivity, better employee engagement, and increased revenues. In addition, given the increase in remote work, the need to understand how to enable empowerment, decentralized control, and greater collaboration become even more important.",Other
155,https://online-learning.harvard.edu/course/digital-education-2022-building-skills-community-and-future-medical-education?delta=0,"Digital Education 2022: Building Skills, Community and the Future of Medical Education ",Health & Medicine,self paced,$200 - $800,Intermediate,"This is an accredited, livestreamed and in-person course offered by Beth Israel Deaconess Medical Center and the Initiative in Media & Education Delivery.",Other
156,https://online-learning.harvard.edu/course/behavioral-decision-making?delta=4,Behavioral Decision Making,Business,self paced,"$2,150",Intermediate,Being a leader requires not only the ability to make important decisions independently but also the capacity to influence others’ decisions.,Other
157,https://online-learning.harvard.edu/course/behavioral-economics%E2%80%94virtual?delta=0,Behavioral Economics—Virtual,Business,self paced,"$7,500",Intermediate,"Bestselling books such as Dan Ariely's Predictably Irrational and Daniel Kahneman's Thinking, Fast and Slow have opened the world's eyes to the quirky and error-prone ways in which people make important decisions. Building on the work of those scholars and many others in the field of behavioral economics, this live online program prepares you to influence the behavior of customers and employees—and become a bigger contributor to your organization's success.",Executive Education
158,https://online-learning.harvard.edu/course/neurology-2022?delta=0,Neurology 2022,Health & Medicine,self paced,"$785 - $1,085",Advanced,"This is an accredited, livestreamed course offered by Harvard Medical School. This course is targeted to Neurologists, Psychiatrists, Geriatricians, Internists, Family Physicians, Hospitalists, Physiatrists, Nurse Practitioners, Physician Assistants, Residents, Fellows, and other medical professionals who want a comprehensive clinical update of state-­of-the-­art practices for inpatient and outpatient neurology.",Executive Education
159,https://online-learning.harvard.edu/course/update-hospital-medicine-2022?delta=0,Update in Hospital Medicine 2022,Health & Medicine,self paced,"$975 - $1,075",Advanced,"This is an accredited, livestreamed course offered by Brigham and Women's Hospital. This course is targeted to Hospitalists, Internists, Family Physicians, Nurse Practitioners, Physician Assistants, and other clinicians caring for hospitalized patients.",Executive Education
160,https://online-learning.harvard.edu/course/advanced-business-strategy-gaining-competitive-edge?delta=7,Advanced Business Strategy: Gaining a Competitive Edge,Business,self paced,"$2,895",Advanced,"If you’ve reached an inflection point in your career where you’re making increasingly important strategic decisions, this three-day online advanced strategy program will prepare you for these challenges.",Executive Education
161,https://online-learning.harvard.edu/course/contractsx-trust-promise-contract?delta=11,Contract Law: From Trust to Promise to Contract,Social Sciences,self paced,Free*,Intermediate,"Learn about contracts from Harvard Law Professor Charles Fried, one of the world’s leading authorities on contract law. Contracts are promises that the law will enforce. But when will the law refuse to honor a promise? What happens when one party does not hold to their part of the deal? This version of the course adds new units on Interpretation, Agency, Partnerships, Corporations, and Government Regulation",Executive Education
162,https://online-learning.harvard.edu/course/health-care-economics?delta=1,Health Care Economics,Health & Medicine,self paced,"$1,600",Introductory,What are the primary drivers of health care incentives? Does money shape your decision-making as a patient? As a provider? As a payer? ,Executive Education
163,https://online-learning.harvard.edu/course/contractsx-trust-promise-contract?delta=12,Contract Law: From Trust to Promise to Contract,Social Sciences,self paced,Free*,Intermediate,"Learn about contracts from Harvard Law Professor Charles Fried, one of the world’s leading authorities on contract law. Contracts are promises that the law will enforce. But when will the law refuse to honor a promise? What happens when one party does not hold to their part of the deal? This version of the course adds new units on Interpretation, Agency, Partnerships, Corporations, and Government Regulation",Executive Education
164,https://online-learning.harvard.edu/course/business-analytics?delta=2,Business Analytics,Business,self paced,"$1,750",Introductory,"Business Analytics is not based on rote memorization of equations or facts, but focuses on honing your understanding of key concepts, your managerial judgment, and your ability to apply course concepts to real business problems. This course begins with basic descriptive statistics and progresses to regression analysis. You’ll learn course concepts in the context of performing A/B testing on a website, using sampling to check warehouse inventory, predicting home video sales based on box office performance, and forecasting staffing needs for a hotel front desk. Throughout the course, you will receive clear guidance on how to implement analytical techniques in Excel. No matter your job function or career aspirations, this course will demystify data analysis and equip you with concrete skills to apply in your work or further studies.",Executive Education
165,https://online-learning.harvard.edu/course/principles-medical-education-maximizing-your-teaching-skills-2?delta=0,Principles of Medical Education Maximizing Your Teaching Skills,Health & Medicine,self paced,"$1,495 - $1,695",Advanced,"This is an accredited, livestreamed course offered by Beth Israel Deaconess Medical center and the Shapiro Institute. This course is targeted to medical personnel of all specialties involved in the practice of medical education, including: Physicians, Nurse Practitioners, Physician Assistants, Nurses, Pharmacists, Psychologists, Veterinarians, Dentists.",Executive Education
166,https://online-learning.harvard.edu/course/strategy-execution?delta=2,Strategy Execution,Business,self paced,"$1,750",Introductory,"Strategy Execution features adaptations of award-winning, best-selling Harvard Business School case studies, as well as opportunities to engage with peers in team discussions. Participants will explore common challenges that prevent or derail execution and learn how to design systems and structures that meet their organization’s strategic objectives.",Executive Education
167,https://online-learning.harvard.edu/course/certificate-school-management-and-leadership-csml?delta=0,Certificate in School Management and Leadership (CSML),Education & Teaching,self paced,$399 - $499+,Intermediate,"The Certificate in School Management and Leadership (CSML), a multi-course certificate program for PreK-12 school leaders, is an innovative collaboration between the Harvard Graduate School of Education (HGSE) and Harvard Business School (HBS). Bridging the fields of business and education, CSML integrates expertise in managing teams and organizations with best practices in school and instructional leadership, to provide school leaders with frameworks, skills, and knowledge to effectively lead and drive change improvement in schools.",Harvard Business School Online
168,https://online-learning.harvard.edu/course/health-care-economics?delta=1,Health Care Economics,Health & Medicine,self paced,"$1,600",Introductory,What are the primary drivers of health care incentives? Does money shape your decision-making as a patient? As a provider? As a payer? ,Harvard Business School Online
169,https://online-learning.harvard.edu/course/update-clinical-cardiology-1?delta=0,Update in Clinical Cardiology,Health & Medicine,self paced,$600 - $895,Advanced,"This is an accredited, livestreamed and in-person course offered by Massachusetts Genral Hospital. This course is targeted to Physicians, Physician Assistants, Nurse Practitioners, and Fellows from the following specialties: Cardiology, Vascular Medicine, Critical Care and Trauma, Emergency Medicine, Internal Medicine, Family Medicine, Geriatrics.",Harvard Business School Online
170,https://online-learning.harvard.edu/course/21st-biennial-course-urologic-oncology?delta=0,21st Biennial Course in Urologic Oncology,Health & Medicine,self paced,$125 - $450,Advanced,"This is an accredited, livestreamed course offered by Brigham and Women's Hospital and Dana-Farber Cancer Institue. This course is targeted to Primary Care Physicians, Specialty Physicians, Nurses, Nurse Practitioners, Pharmacists, Physician Assistants, Psychologists.",Harvard Business School Online
171,https://online-learning.harvard.edu/course/close-looking-museum-pedagogies-practice?delta=0,Close Looking in the Museum: Pedagogies in Practice,Education & Teaching,self paced,"$1,550",Intermediate,"The average museum visitor spends less than 30 seconds looking at a work of art. However, research shows that there are many benefits to slowing down, looking closely, and making room for deeper engagement. What are those benefits? How does one even begin to look closely? And how can we convince audiences of the power of slowing down? This course takes advantage of the diverse, world-class collections at the Harvard Art Museums to teach first-hand the principles of close looking, while taking a critical approach to this form of museum pedagogy. We read key scholarship on a variety of close-looking methods—from writing to juxtaposition to contour drawing—and then experience and assess those methods for ourselves at the Harvard Art Museums. We explore what close looking can look like for various types of audience and imagine creative ways to engage viewers longer and more deeply. Course activities include close looking alone and in groups, active discussions, and group presentations. For complete and current details about this Harvard Extension course, see the description in the DCE Course Search.",Harvard Business School Online
172,https://online-learning.harvard.edu/course/real-estate-management-program?delta=0,Real Estate Management Program,Business,self paced,"$13,250",Advanced,"How do you achieve short-term stability and long-term growth in the unpredictable real estate marketplace? This program explores how forward-thinking real estate leaders are positioning their firms to seize growth opportunities and maximize asset value. Equipped with new strategies for enhancing operational efficiency, navigating market change, and unlocking new sources of capital, you will be ready to help your company compete more successfully in an increasingly complex industry.",Harvard Business School Online
173,https://online-learning.harvard.edu/course/managing-yourself-and-others?delta=9,Managing Yourself and Others,Business,self paced,"$2,895",Intermediate,"Think of the leaders you most admire. They seem to easily juggle competing demands, confidently motivate their teams to achieve optimum results, effectively navigate across the organization, and never lose their composure. These executives make the job look simple—but it’s not.",Harvard Business School Online
174,https://online-learning.harvard.edu/course/authentic-leader?delta=4,The Authentic Leader,Business,self paced,"$1,450",Intermediate,The word “authenticity’ is being embraced by organizational cultures worldwide. We are witnessing an ever-increasing call for authenticity from leaders at all levels amidst our volatile and uncertain world.,Harvard Business School Online
175,https://online-learning.harvard.edu/course/primary-care-internal-medicine-2022?delta=0,PRIMARY CARE Internal Medicine 2022,Health & Medicine,self paced,"$1,295 - $1,495",Advanced,"This is an accredited, livestreamed course offered by Massachusetts General Hospital, Beth Israel Deaconess Medical Center, Cambridge Health Alliance and Mount Auburn Hospital. This course is targeted to Internists, Family Physicians, Geriatricians, Specialists with primary care responsibilities, Nurse Practitioners, Physician Assistants, Advanced Practice Nurses, and other medical professionals who want to update their knowledge of primary care medicine.",Harvard Business School Online
176,https://online-learning.harvard.edu/course/neuropsychiatry-comprehensive-update?delta=0,Neuropsychiatry: A Comprehensive Update,Health & Medicine,self paced,"$1,295 - $1,495",Advanced,"This is an accredited, livestreamed course offered by Harvard Medical School. This course is targeted to Primary Care Physicians, Specialty Physicians, Nurses, Nurse Practitioners, Pharmacists, Physician Assistants, Psychologists, and Social Workers.",Harvard Business School Online
177,https://online-learning.harvard.edu/course/teaching-students-ask-their-own-questions-best-practices-question-formulation-technique?delta=0,Teaching Students to Ask Their Own Questions: Best Practices in the Question Formulation Technique,Education & Teaching,self paced,$199,Introductory,"Introduced by former Dean James Ryan, Teaching Students to Ask Their Own Questions will be led by staff of the Right Question Institute (RQI), including Dan Rothstein and Luz Santana, RQI co-directors and co-authors of Make Just One Change: Teach Students to Ask Their Own Questions, which has quickly become a classic pedagogical text for strengthening inquiry in all classrooms, from kindergarten through higher education. The workshop will offer a differentiated active learning experience in the Question Formulation Technique (QFT), a simple yet robust method for teaching students to ask better questions that was developed by Rothstein and Santana through years of trial and error and practice-based research.",Harvard Business School Online
178,https://online-learning.harvard.edu/course/emotional-intelligence-leadership?delta=7,Emotional Intelligence in Leadership,Business,self paced,"$2,895",Intermediate,"Emotional intelligence is a powerful component of effective leadership. It’s the ability to recognize and positively manage emotions in yourself, others, and among groups. This 2-day intensive online program is designed to help you gain an honest awareness of yourself and how your behavior impacts others. We’ll move beyond the basics of emotional intelligence to concentrate on using it to build trust, manage difficult discussions, build resilience, enhance team performance, and lead for long-term success.",Harvard Business School Online
179,https://online-learning.harvard.edu/course/financial-accounting?delta=2,Financial Accounting,Business,self paced,"$1,750",Introductory,"Financial statements can be intimidating, a seemingly inscrutable jumble of acronyms and jargon. Understanding the key concepts and principles of financial accounting, however, can illuminate financial statements and unlock critical insights into business performance and potential. This online course will demystify financial statements and teach you how managers, Wall Street analysts, and entrepreneurs use an understanding of accounting to drive strategic decision making.",Harvard Business School Online
180,https://online-learning.harvard.edu/course/digital-humanities-practice-research-question-results?delta=0,Digital Humanities in Practice: From Research Question to Results,Data Science,self paced,$149,Intermediate,"From the printing press to the typewriter, there is a long history of scholars adapting to new technologies. In the last forty or fifty years, the most significant advance has been the digitization of books. We now have whole libraries—centuries of history, literature, and philosophy—available instantaneously. This new access is a wonderful benefit, but it can also be overwhelming. If you have hundreds of thousands of books available to you in an instant, where do you even start? With a bit of elementary code, you can study all of these books at once, and derive new sorts of insights.",Harvard Business School Online
181,https://online-learning.harvard.edu/course/management-essentials?delta=2,Management Essentials,Business,self paced,"$1,750",Intermediate,"Effective management is essential for all teams and organizations to accomplish their goals. But all too often, managers today just don’t have the tools or processes to get the job done efficiently.",Harvard Business School Online
182,https://online-learning.harvard.edu/course/negotiation-mastery?delta=4,Negotiation Mastery,Business,self paced,"$1,750",Introductory,"Negotiation is an essential skill in today’s dynamic workplace. Whether you negotiate with customers, suppliers, or colleagues, your ability to negotiate effectively is vital to the success of your organization.",Harvard Business School Online
183,https://online-learning.harvard.edu/course/organizational-leadership-0?delta=3,Organizational Leadership,Business,self paced,"$1,750",Intermediate,"Organizational Leadership equips experienced team leaders and aspiring executives with the skills, strategies, and tools to rise to expanded leadership responsibilities and guide their organizations effectively. Learn how to set and communicate direction, influence through other managers, generate organizational alignment, drive innovation, and engineer change.",Harvard Business School Online
184,https://online-learning.harvard.edu/course/movement-disorders-current-concepts-and-practice?delta=0,Movement Disorders: Current Concepts and Practice,Health & Medicine,self paced,$275 - $475,Advanced,"This is an accredited, livestreamed course offered by Beth Israel Deaconess Medical Center. This course is targeted to Primary Care Physicians, Specialty Physicians, Nurses, Nurse Practitioners, Pharmacists, Physician Assistants, Psychologists, and Movement Disorders Fellows.",Harvard Business School Online
185,https://online-learning.harvard.edu/course/mindfulness-based-cognitive-therapy-teacher-training-intensive?delta=0,Mindfulness-Based Cognitive Therapy Teacher Training Intensive,Health & Medicine,self paced,"$1,290 - $1,495",Advanced,"This is an accredited, livestreamed course offered by Cambridge Helath Alliance and the Centre for Midfulness Studies. This course is targeted to primary care physicians, psychologists, nurse practitioners, specialty physicians and physician assistants. This course may also be of interest to physicians who practice in family medicine, geriatrics, healthcare education and leadership, hospital medicine, internal medicine, lifestyle and mind-body medicine, nutrition, obstetrics and gynecology, oncology and hematology, pain medicine, palliative medicine, preventative medicine, psychology and mental health and psychiatry.",Harvard Business School Online
186,https://online-learning.harvard.edu/course/advancing-women%E2%80%99s-health-2022-update?delta=0,Advancing Women’s Health: A 2022 Update,Health & Medicine,self paced,$150 - $300,Advanced,"This is an accredited, livestreamed course offered by Brigham and Women's Hospital. This course is targeted to Primary Care Physicians, Specialty Physicians, Nurses, Nurse Practitioners, and Physician Assistants.",Harvard Business School Online
187,https://online-learning.harvard.edu/course/laser-aesthetic-skin-therapy-whats-truth?delta=0,Laser & Aesthetic Skin Therapy: What's the Truth?,Health & Medicine,self paced,$725 - $825,Advanced,"This is an accredited, livestreamed course offered by Massachusetts General Hospital. This course is targeted to, Dermatologists, Plastic Surgeons, Ophthalmologists, Otolaryngologists, and Physicians who practice or have an interest in laser and aesthetic skin therapies.",Harvard Business School Online
188,https://online-learning.harvard.edu/course/leadership-development-physicians-academic-health-centers-0?delta=0,Leadership Development for Physicians in Academic Health Centers,Health & Medicine,self paced,"$9,800",Advanced,"Academic health centers in the United States are experiencing unprecedented disruption and change as a result of the COVID-19 pandemic. Now more than ever, institutions need physicians in leadership who have the skills and experience to lead in complex and ever-changing environments.",Harvard Business School Online
189,https://online-learning.harvard.edu/course/blackburn-course-obesity-medicine-treating-obesity-2022?delta=0,The Blackburn Course in Obesity Medicine: Treating Obesity 2022,Health & Medicine,self paced,"$495 - $1,295",Advanced,"This is an accredited, livestreamed course offered by Massachusetts General Hospital. This course is targeted to Healthcare professionals with an interest in the latest approaches to the prevention and treatment of obesity and its complications, including: Physicians, Nurse Practitioners, Physician Assistants, Nurses, Pharmacists, Dietitians, and Mental Health Professionals.",Harvard Business School Online
190,https://online-learning.harvard.edu/course/critical-issues-tumor-microenvironment-angiogenesis-metastasis-and-immunology-0?delta=0,"Critical Issues in Tumor Microenvironment: Angiogenesis, Metastasis and Immunology",Health & Medicine,self paced,$290 - $490,Advanced,"This is an accredited, livestreamed course offered by Massachusetts General Hospital and Edwin L. Steele Laboratories. This course is targeted to physicians and researchers.",Harvard Business School Online
191,https://online-learning.harvard.edu/course/data-visualization-communicating-data-and-complex-ideas-visually?delta=3,Data Visualization: Communicating Data and Complex Ideas Visually,Data Science,self paced,"$2,895",Intermediate,"Whether you are pitching a new idea, persuading others to take action, building a strategy, or making a decision, data is key. But the amount of information available today is staggering, and it is easy to become overwhelmed by too many statistics, distracted by the wrong set of numbers, and confused by the complexity of data.",Harvard Business School Online
192,https://online-learning.harvard.edu/course/negotiation-and-leadership-5?delta=0,Negotiation and Leadership,Business,self paced,"$4,997",Intermediate,"At Negotiation and Leadership, you will test your beliefs and assumptions, overcome emotional and rational biases, examine complex negotiation scenarios, and discover a range of competitive and cooperative negotiation strategies. In this acclaimed program, we compress 30 years of groundbreaking research into six thought-provoking sessions. In sessions taught by our expert faculty, you’ll broaden your understanding of negotiating concepts, acquire proven negotiating techniques, and have the opportunity to put your learning into practice.",Harvard Business School Online
193,https://online-learning.harvard.edu/course/43rd-annual-current-concepts-surgical-pathology?delta=0,43rd Annual Current Concepts in Surgical Pathology ,Health & Medicine,self paced,$695 - $995,Advanced,"This is an accredited, livestreamed course offered by Massachusetts General Hospital. This course is targeted to Practicing Pathologists, Pathologists in Training, and Pathologist Assistants.",Harvard Business School Online
194,https://online-learning.harvard.edu/course/purpose-and-profit-creating-shared-value%E2%80%94virtual?delta=0,Purpose and Profit: Creating Shared Value—Virtual,Business,self paced,"$5,000",Advanced,"Mounting social and environmental pressures are reshaping the competitive landscape for companies in every industry. Increasingly, companies are expected to adopt a social purpose and practice stakeholder capitalism, and yet few companies know how to do so in ways that also strengthen their performance. Investors are also paying a premium for ESG leaders, but most companies fail to explain how their sustainability efforts create value for shareholders.",Executive Education
195,https://online-learning.harvard.edu/course/family-office-wealth-management%E2%80%94virtual?delta=0,Family Office Wealth Management—Virtual,Business,self paced,"$5,000",Advanced,"Wealth management for high-net-worth families has grown increasingly complex. For some families, the responsibility of wealth management has shifted to younger generations who have less experience investing. For other families, the early liquidation of businesses has created uncertainty for mid-career professionals who face new investments or major life decisions. In this virtual program, you will gain an in-depth understanding of best practices in family wealth management; explore the governance, structure, and investment challenges that are unique to families; and discover new approaches for managing and preserving family wealth through a live online platform.",Executive Education
196,https://online-learning.harvard.edu/course/disruptive-strategy?delta=3,Disruptive Strategy,Business,self paced,"$1,750",Intermediate,"Disruptive Strategy consists of 30 to 35 hours of material developed by Clayton Christensen and delivered over six weeks with a flexible program structure. There is no set time to log in. You complete the coursework, which consists of a highly-engaging mix of short videos, multimedia cases, interactive learning exercises, and written reflections, on your own time while meeting regular deadlines. Two group exercises and an individual final paper are also required for course completion. All course material is delivered through our innovative course platform. While there is no direct real-time interaction with the faculty built into the course, current and former students may be invited to special events, both on and off-line, where the faculty is present.",Executive Education
197,https://online-learning.harvard.edu/course/infectious-diseases-primary-care?delta=0,Infectious Diseases in Primary Care,Health & Medicine,self paced,$795 - $895,Advanced,"This is an accredited, livestreamed course offered by Brigham and Women's Hospital. This course is targeted to PHYSICIANS, NPs, and PAs in the fields of: Internal Medicine, Family Medicine, Infectious Diseases, Pediatrics, Geriatrics, Adolescent Medicine, Emergency Medicine, Urgent Care, OB/GYN, and others who seek a thorough update in Infectious Diseases as it relates to primary care.",Executive Education
198,https://online-learning.harvard.edu/course/design-thinking-creating-better-customer-experiences?delta=3,Design Thinking: Creating Better Customer Experiences,Business,self paced,"$2,895",Intermediate,"Design thinking has emerged as a powerful new problem-solving approach. It’s used in public, private, and nonprofit sectors for solving tomorrow’s user problems, fueling growth, and delivering a unique customer experience. Southwest Airlines, United Healthcare, and Audi are among the market leaders who have sustained growth through human-centered design. But any organization can embed this new approach to innovation into its cultures and processes.",Executive Education
199,https://online-learning.harvard.edu/course/open-innovation?delta=0,Open Innovation,Business,self paced,$950,Introductory,What do you do when your organization can’t solve a problem on its own? Are you paying for effort instead of solutions? Is your organization stuck?,Executive Education
200,https://online-learning.harvard.edu/course/building-your-consulting-business?delta=0,Building Your Consulting Business,Business,self paced,"$2,150",Intermediate,"The market for consulting services is booming. In the United States today, that market is estimated at $250 billion, and growing. According to the US Bureau of Labor and Statistics, the number of management consulting positions is expected to grow three times faster than the general labor market through 2030.",Executive Education
201,https://online-learning.harvard.edu/course/herbert-benson-md-course-mind-body-medicine-2?delta=0,"The Herbert Benson, MD Course in Mind Body Medicine",Health & Medicine,self paced,$775 - $975,Advanced,"This is an accredited, livestreamed course offered by Massachusetts General Hospital. This course is targeted to health professionals who provide direct patient care or patient education in areas of self-management, lifestyle behaviors and mind body medicine.",Executive Education
202,https://online-learning.harvard.edu/course/art-and-craft-interviewing?delta=2,The Art and Craft of Interviewing,Humanities,self paced,$990,Introductory,"This course on interviewing is intended to help beginning journalists, bloggers, social media professionals, and public relations professionals conceive, set up, and execute interviews that provide the foundation for an engaging and informative article, blog post, podcast, or video feature. The course includes a review of effective interviews, such as Katie Couric's 2008 interview with then-vice presidential candidate Sarah Palin, which altered how Palin was viewed by the public, and the work of famed radio journalist Studs Terkel, whose ability to extract and portray ordinary people's stories led to his being awarded the 1985 Pulitzer Prize for General Nonfiction. The course covers interview preparation, source selection, conduct of the interview itself, and how to make the highest and best use of the material that sources provide. We also discuss what can go wrong in an interview, how to ask hard questions, when to go off the record, and the ins and outs of difficult interviews. The course expands upon our examination of classic examples with a discussion of interview techniques, exercises to gain effectiveness, and real-world reporting experiences, from which students produce print, audio, or video stories.",Executive Education
203,https://online-learning.harvard.edu/course/managing-health-care-delivery?delta=0,Managing Health Care Delivery,Business,self paced,"$27,000",Advanced,"Today's health care organizations need leaders who can respond to the challenge of delivering greater value through a combination of higher quality, lower cost, and broader access. Spanning seven months and including a combination of in-person modules on the HBS campus, live online sessions, and self-paced lessons, this program will help you innovate and build the capabilities to provide quality and compassionate care in a cost-effective and integrated manner—even in the face of rising expectations, shifting health policies, and constrained resources.",Executive Education
204,https://online-learning.harvard.edu/course/real-estate-development-101-focusing-basics?delta=1,Real Estate Development 101: Focusing on the Basics,Business,self paced,"$1,550",Advanced,"This short program is an excellent introduction to real estate development for entrepreneurs just starting in the business or joining an existing real estate development team, and also provides a valuable opportunity for professionals adjacent to the real estate development business (e.g., architects, planners, engineers, lawyers, contractors, property managers, brokers, lenders, investors, and public regulators) to enhance their understanding of real estate development. During the program, we will cover the primary steps in the real estate development process, using examples from many asset types and discussing principles applicable to real estate development all over the world.",Executive Education
205,https://online-learning.harvard.edu/course/effective-organizational-communication?delta=6,Effective Organizational Communication,Business,self paced,"$2,895",Intermediate,"As your responsibilities grow, your communication skills can help you succeed—or hold you back. In any business role or function, you must be able to convey your ideas in ways that drive thoughtful debate, consensus, decisions and action for organizational effectiveness.",Executive Education
206,https://online-learning.harvard.edu/course/digital-marketing-strategy-0?delta=9,Digital Marketing Strategy,Business,self paced,"$5,995",Intermediate,"As digital technologies continue to disrupt the competitive landscape, companies are under constant pressure to implement strategies for staying relevant, responsive, and profitable. Marketers who understand their customers’ end-to-end journeys and experiences will be successful in developing a strategic digital roadmap that meets both their customers’ expectations and their organization’s business objectives.",Executive Education
